N.,DEPA,ODS,Nombre_EPS,ID.EPS,Localidad,ID.Localidad,Ubigeo.CCPP,CCPP,ID.Reservorio,Nombre_Reservorio,X..Este....UTM,Y..Norte....UTM,Zona...UTM,Altitud,Tipo.de.Reservorio,Estado.Operativo,Observación,Antigüedad..Años.,Volumen.Reservorio..m3.,Material,Cuenta.con.tapa,Cerco.Protección,Foto_panoramica,Foto_tapa,Foto_estado,Fecha.de.fotos,Foto.Propia.de.ODS.o.de.EPS,X,Y
405,PASCO,PASCO,EMAPA PASCO S.A,9,CERRO DE PASCO,190113,190113,Yanacancha, ,Reservorios Ave Fenix,363608,8819933,18L,4428,Circular Apoyado,OPERATIVO,Tapa Sanitaria Oxidado,4,480,concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20PANORAMICAS/Reservorio%20Ave%20Fenix.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20DE%20TAPAS/Tapa%20del%20Reservorio%20Ave%20Fenix.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTO%20DE%20ESTADO/Estado%20del%20Reservorio%20Ave%20Fenix.JPG,45482,ODS - PASCO,-10.67271788056383,-76.2470618097058
406,PASCO,PASCO,EMAPA PASCO S.A,9,VICCO,190113,190112,Vicco, ,Reservorios  Tupac Amaru Vicco,364523,8802182,18L,4109,Circular  elevado,OPERATIVO,Tapa Sanitaria Oxidado,40,90,concreto,si,no,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20PANORAMICAS/Reservorio%20Tupac%20Amaru%20Vicco.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20DE%20TAPAS/Tapa%20del%20Reservorio%20Tupac%20Amaru%20Vicco.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTO%20DE%20ESTADO/Estado%20del%20Reservorio%20Tupac%20Amaru%20Vicco.jpg,45482,ODS - PASCO,-10.833256082075577,-76.23935213532224
407,PASCO,PASCO,EMAPA PASCO S.A,9,VICCO,190113,190112,Vicco, ,Reservorios  03 de agosto Vicco,364925,8801243,18L,4108,Rectangular elevado,OPERATIVO,Tapa Sanitaria Oxidado,40,200,concreto,si,si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20PANORAMICAS/Reservorio%2003%20de%20Agosto%20Vicco.jpeg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTOGRAFIAS%20DE%20TAPAS/Tapa%20del%20Reservorio%2003%20de%20Agosto%20Vicco.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/18.-PASCO/EMAPA%20PASCO%20%20S.A/FOTOGRAFIAS%20EMAPA%20PASCO/FOTO%20DE%20ESTADO/Estado%20Reservorio%2003%20de%20Agosto%20Vicco.jpeg,45482,ODS - PASCO,-10.841761264734583,-76.23571004261207
408,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,Batán,223538,8945348,18L,3034,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,20,1800,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/1%20R.%20CIRCULAR/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/1%20R%20BATAN/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/1%20R%20BATAN/3%20ESTADO.JPG,45478,ODS,-9.531782626228196,-77.5182724935125
409,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,Pedregal,223254,8944485,18L,3159,Apoyado,Opera Limitado,"Tapa sanitaria con presencia de oxido, escalera de entrada de hombre oxidada, grietas en paredes laterales de la unidad de almacenamiento, cerco parcial.",54,250,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/2%20R%20PEDREGAL/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/2%20R%20PEDREGAL/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/2%20R%20PEDREGAL/3%20ESTADO%20CONCRETO.JPG,45478,ODS,-9.539562004964584,-77.5209150011756
410,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010024,Nueva Florida, ,Nueva Florida,224838,8945940,18L,3185,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,8,1800,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/3%20R%20NUEVA%20FLORIDA/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/3%20R%20NUEVA%20FLORIDA/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/3%20R%20NUEVA%20FLORIDA/3%20ESTADO.jpg,45478,ODS,-9.526518597105458,-77.50639966239689
411,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201050056,Shancayán, ,Shancayán,223553,8946684,18L,3211,Apoyado,Opera Limitado,"Tapa sanitaria con presencia de oxido, escalera de entrada de hombre oxidada, filtraciones en el arbol hidraulico y en paredes laterales de la unidad de almacenamiento",30,250,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/4%20R%20SHANCAYAN/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/4%20R%20SHANCAYAN/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/4%20R%20SHANCAYAN/3%20ESTADO%20ARBOL%20HIDRAULICO.jpg,45478,ODS,-9.51971146875145,-77.51804744208148
72,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201050001,Centenario, ,Independencia ,223183,8946493,18L,3082,Apoyado,Opera Limitado,Tapa sanitaria presenta una abertura de 0.2x 0.2 m aprox.,24,1100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/5%20R%20INDEPENDENCIA/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/5%20R%20INDEPENDENCIA/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/5%20R%20INDEPENDENCIA/3%20ESTADO%20ARBOL%20HIDRAULICO%20OK.JPG,45481,ODS,-9.521413014845184,-77.52142804288026
73,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201050001,Centenario, ,Yarcash ,223084,8945900,18L,3083,Apoyado,Opera Limitado,"Tapa sanitaria con presencia de oxido, escalera de entrada de hombre oxidada, fuga de agua en el arbol hidráulico",28,1100,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/6%20R%20YARCASH/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/6%20R%20YARCASH/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/6%20R%20YARCASH/3%20ESTADO%20ARBOL%20HIDRAULICO.JPG,45481,ODS,-9.526764849880166,-77.52236854168355
414,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201050001,Centenario, ,Acovichay ,222731,8948088,18L,3151,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,10,900,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/7%20R%20ACOVICHAY/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/7%20R%20ACOVICHAY/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/7%20R%20ACOVICHAY/3%20ESTADO%20ARBOL%20HIDRAULICO.jpg,45481,ODS,-9.506970834652277,-77.52543655059065
75,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201050001,Centenario, ,Los Olivos ,221188,8946072,18L,3141,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido. Ubicado dentro de un predio privado.,28,150,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/8%20R%20LOS%20OLIVOS/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/8%20R%20LOS%20OLIVOS/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/8%20R%20LOS%20OLIVOS/3%20ESTAD%20ARBOL%20HIDRAULICO.JPG,45485,ODS,-9.52508533940875,-77.53961565476122
76,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,7 de marzo N° 2 ,221211,8944175,18L,3165,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,9,30,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/10%20R.%207%20DE%20MARZO%20N%C2%B0%202/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/10%20R.%207%20DE%20MARZO%20N%C2%B0%202/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/10%20R.%207%20DE%20MARZO%20N%C2%B0%202/3%20ESTADO%20CAMARA%20DE%20VALVULAS.jpg,45481,ODS,-9.542227933692736,-77.53953314392417
417,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,7 de marzo N° 1 ,221213,8944258,18L,3192,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,9,30,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/9%20R.%207%20DE%20MARZO%20N%C2%B0%201/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/9%20R.%207%20DE%20MARZO%20N%C2%B0%201/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/9%20R.%207%20DE%20MARZO%20N%C2%B0%201/3%20ESTADO%20DE%20ADUCCION.jpg,45481,ODS,-9.541478088699607,-77.53950938299278
418,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,Piedras azules ,221558,8944922,18L,3151,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,5,20,Concreto,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/11%20R.%20%20PIEDRAS%20AZULES/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/11%20R.%20%20PIEDRAS%20AZULES/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/11%20R.%20%20PIEDRAS%20AZULES/3%20ESTADO%20INTERIOR.jpg,45485,ODS,-9.535501154284173,-77.53632448554139
419,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,Juan Velasco A. N° 1 ,221466,8944624,18L,3125,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,9,60,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/12%20R.%20JUAN%20VELASCO%20N%C2%B0%201/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/12%20R.%20JUAN%20VELASCO%20N%C2%B0%201/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/12%20R.%20JUAN%20VELASCO%20N%C2%B0%201/3%20ESTADO%20ESCALERA%20ENTRADA.JPG,45485,ODS,-9.538187750396778,-77.53718186137465
420,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,HUARAZ,HUARAZ,201010001,Huaraz, ,Juan Velasco A. N° 2 ,221261,8944613,18L,3144,Apoyado,Opera Limitado,Tapa sanitaria con presencia de oxido,9,90,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/13%20R.%20JUAN%20VELASCO%20N%C2%B0%202/1%20PANORAMICA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/13%20R.%20JUAN%20VELASCO%20N%C2%B0%202/2%20TAPA.JPG,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/HUARAZ/13%20R.%20JUAN%20VELASCO%20N%C2%B0%202/3%20ESTADO%20ESCALERA%20ENTRADA.JPG,45485,ODS,-9.538273538953103,-77.53904869039953
421,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,CARAZ,CARAZ,212010001,Caraz, ,Circular,191026,8999512,18L,2341,Apoyado,Opera Limitado,Fuga de agua en el arbol hidráulico,24,900,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/1%20R.%20CIRCULAR/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/1%20R.%20CIRCULAR/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/1%20R.%20CIRCULAR/3%20ESTADO%20CASETA%20VALVULAS.jpg,45484,ODS,-9.040200869370771,-77.81028467083469
422,ANCASH,ANCASH - HUARAZ,EPS CHAVIN S.A.,33,CARAZ,CARAZ,212010001,Caraz, ,Rectangular,191014,8999500,18L,2344,Apoyado,Opera Normal, ,17,400,Concreto,Si,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/2%20R.%20RECTANGULAR/1%20PANORAMICA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/2%20R.%20RECTANGULAR/2%20TAPA.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/10.-HUARAZ/EPS%20CHAVIN%20S.A/CARAZ/2%20R.%20RECTANGULAR/3%20ESTADO%20DE%20ARBOL%20HIDRAULICO.jpg,45484,ODS,-9.040308442643065,-77.81039456824196
423,TUMBES,TUMBES,AGUA TUMBES,NA,TUMBES,TUMBES,2401010001,Tumbes,RA El Tablazo,RA El Tablazo,561252,9605351,17M,36,Apoyado,NA,NA,NA,2500,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/1.%20Res%20El%20Tablazo%202023.12.27.jpg,NA,NA,45287,ODS,-3.570300859049394,-80.44848897134172
424,TUMBES,TUMBES,AGUA TUMBES,NA,TUMBES,TUMBES,2401010001,Tumbes,RE El Mirador,RE El Mirador,561548,9606311,17M,31,Elevado,NA,NA,NA,1000,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/2.%20Res%20Mirador%20-%202023.12.27.jpg,NA,NA,45287,ODS,-3.561614575165835,-80.44582908064498
74,TUMBES,TUMBES,AGUA TUMBES,NA,NUEVO TUMBES,NUEVO TUMBES,2401010001,Nuevo Tumbes,RA Andrés Araujo,RA Andrés Araujo,563827,9606091,17M,34,Apoyado,NA,NA,NA,550,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/3.%20Res%20Andr%C3%A9s%20Araujo%202023.12.27.jpg,NA,NA,45287,ODS,-3.5635921887722466,-80.4253086823116
75,TUMBES,TUMBES,AGUA TUMBES,NA,NUEVO TUMBES,NUEVO TUMBES,2401010001,Nuevo Tumbes,RE Lishner Tudela,RE Lishner Tudela,563951,9605578,17M,39,Elevado,NA,NA,NA,1000,Concreto,NA,Si,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/4.%20Res%20Lishner%20Tudela%20-%202023.12.27.jpg,NA,NA,45287,ODS,-3.5682323444350175,-80.42418935066975
427,TUMBES,TUMBES,AGUA TUMBES,NA,CORRALES,CORRALES,2401020001,San Pedro de los Incas,RA Loma del Viento,RA Loma del Viento,556946,9601183,17M,48,Apoyado,NA,NA,NA,600,Concreto,NA,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/5.%20Res%20Loma%20del%20Viento%20-%202024.07.11.jpg,NA,NA,45484,ODS,-3.608029588880305,-80.48723794533801
77,TUMBES,TUMBES,AGUA TUMBES,NA,LA CRUZ,LA CRUZ,2401030001,Caleta Cruz,RA La Cruz,RA La Cruz,545250,9597769,17M,21,Apoyado,Inoperativo,"Infraestructura deteriorada, la base del componente colapsó",NA,300,Concreto,No,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/6.%20Pan%20Res%20La%20Cruz%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/6.%20Tapa%20Res%20La%20Cruz%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/6.%20Obs%20Res%20La%20Cruz%20-%202024.07.12.jpg,45485,ODS,-3.6389685657965853,-80.59253704995379
78,TUMBES,TUMBES,AGUA TUMBES,NA,ZORRITOS,ZORRITOS,2402010001,Zorritos,RA Trillizo 1,RA Trillizo 1,537947,9594068,17M,55,Apoyado,Opera Normal,NA,NA,250,Acero,Si,No,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/7.%20Pan%20Res%20Trillizo%201%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/7.%20Tapa%20Res%20Trillizo%201%20-%202024.07.12.jpg,https://sunassgobpe-my.sharepoint.com/personal/alazaro_sunass_gob_pe/Documents/Equipo%20ADP/Infraestructura%20EPS/1.%20Reservorio/23.-TUMBES/UE%20TUMBES/Panoramicas/7.%20Obs%20Res%20Trilizo%201%20-%202024.07.12.jpg,45485,ODS,-3.6724781227012286,-80.65828488133835
