"","Prestador_Codigo","ubigeo_censo_17","Anio_informacion","nomprest","nomdep","nomprov","nomdist","NOM_CCPP","POBTOTAL","VIVTOTAL","densidad_pob","Latitud","Longitud","brinda_agua","brinda_alca","brinda_tar","brinda_excretas","cob_agua","cob_alca","Conex_tot_agua","Conex_tot_alca","tipo_fuente","licenciadeuso","tipo_prestador","es_formal","cobra_cuota","monto_cuota","conti_estiaje_horas","conti_avenida_horas","conti_estiaje_dias","conti_avenida_dias","tiene_sistema_cloracion","realiza_cloracion","cloro_residual_uv","tipo_agua","cloro_residual_reservorio","Ubic_APC_EPES","fuente","ambito","Prestador_Codigo_aux","ambito_prest","cuentaconlicenciavertimiento","numubs","EPS1","dentro_ambito","SECTOR","NOMEP","COD_EP","COD_LOC","COD_SECTOR","ID_LOCALID","distancia_minima","dentro_ambito_prest","info","NOMEP2","Prestador_Codigo_aux_2","ubigeo_censo_17_aux","POBTOTAL_aux"
"4980","LA LIBERTAD-84",1302060002,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL PALOMAR","LA LIBERTAD","ASCOPE","RAZURI","SAN MATEO",275,88,2.6167321051042,-7.68592,-79.37550333,"Si","No","No","Si",NA,0,10,0,"Subterránea","Ninguna","OC","Si","Si",7,6,6,7,7,NA,NA,NA,NA,NA,"Cercano","SUNASS","Rural","1302060002-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02807","02807SEC01","02807 - PUERTO MALABRIGO",6.08244310835881,"NO","Ambos","SEDALIB S.A.","1302060002-1",1302060002,275
"4981","LA LIBERTAD-92",1312020029,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL INCA","LA LIBERTAD","VIRU","CHAO","EL INCA",387,120,3.34269720101781,-8.51044632,-78.65180074,"Si","No","No","No",NA,0,89,0,"Subterránea","Ninguna","OC","No","Si",5,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312020029-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",47.5592452188085,"NO","Ambos","SEDALIB S.A.","1312020029-1",1312020029,387
"4982","LA LIBERTAD-93",1312020010,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PALERMO","LA LIBERTAD","VIRU","CHAO","PALERMO",241,86,3.34269720101781,-8.48589176,-78.62816915,"Si","No","No","No",NA,0,78,0,"Subterránea","Ninguna","OC","No","No",NA,24,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312020010-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",47.8017714776914,"NO","Ambos","SEDALIB S.A.","1312020010-1",1312020010,241
"4983","LA LIBERTAD-86",1307040001,2019,"MUNICIPALIDAD DISTRITAL DE PACASMAYO","LA LIBERTAD","PACASMAYO","PACASMAYO","PACASMAYO",28929,9798,2.95078459343795,-7.40112524,-79.57215356,"Si","Si","Si","No",NA,88.29,8641,8651,"Subterránea","Todas","PM","No","Si",12.6,3,8,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Urbano no EPS","1307040001-1","Urbano no EPS",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",23.8688746235036,"NO","Unico","SEDALIB S.A.","1307040001-1",1307040001,28929
"4984","LA LIBERTAD-91",1312020034,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO LARAMIE","LA LIBERTAD","VIRU","CHAO","LARAMIE",246,95,3.34269720101781,-8.60173974,-78.7216176,"Si","No","No","No",NA,0,100,0,"Subterránea","Ninguna","OC","Si","Si",15,3,3,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312020034-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",50.0365237457101,"NO","Ambos","SEDALIB S.A.","1312020034-1",1312020034,246
"4985","LA LIBERTAD-89",1304030025,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL PROGRESO","LA LIBERTAD","CHEPEN","PUEBLO NUEVO","EL PROGRESO",390,191,2.55021929824561,-7.10458,-79.58730333,"Si","No","No","No",NA,0,60,0,"Subterránea","Ninguna","OC","Si","Si",10,4,4,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1304030025-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02812","02812SEC01","02812 - PACANGUILLA",16.0082071255334,"NO","Ambos","SEDALIB S.A.","1304030025-1",1304030025,390
"4986","LA LIBERTAD-50",1312030015,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN IGNACIO Y ANEXOS","LA LIBERTAD","VIRU","GUADALUPITO","SAN IGNACIO",2444,697,3.35467045993362,-8.96274204,-78.629835,"Si","No","No","Si",NA,0,470,0,"Subterránea","Ninguna","OC","Si","Si",12,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1312030015-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",90.0033042504706,"NO","Unico","SEDALIB S.A.","1312030015-1",1312030015,2444
"4987","LA LIBERTAD-50",1312030018,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN IGNACIO Y ANEXOS","LA LIBERTAD","VIRU","GUADALUPITO","ALTA SANTA ROSA",0,1,3.35467045993362,-8.96378387,-78.62711751,"Si","No","No","Si",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",12,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030015-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",90.2358016008254,"NO","Unico","SEDALIB S.A.","1312030015-1",1312030018,0
"4988","LA LIBERTAD-50",1312030011,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN IGNACIO Y ANEXOS","LA LIBERTAD","VIRU","GUADALUPITO","PAMPAS DE DIOS (SAN JUANITO)",223,105,3.35467045993362,-8.94649612,-78.60970409,"Si","No","No","Si",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",12,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030015-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",89.3558442686764,"NO","Unico","SEDALIB S.A.","1312030015-1",1312030011,223
"4989","LA LIBERTAD-94",1306130021,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SAN IGNACIO","LA LIBERTAD","OTUZCO","SINSICAP","SAN IGNACIO",1918,1084,1.96644295302013,-7.83120981,-78.71520964,"Si","Si","No","No",NA,36.9,700,400,"Superficial","Todas","OC","Si","Si",2,0.5,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1306130021-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",37.6505892427844,"NO","Ambos","SEDALIB S.A.","1306130021-1",1306130021,1918
"4990","LA LIBERTAD-95",1306130001,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SINSICAP","LA LIBERTAD","OTUZCO","SINSICAP","SINSICAP",338,388,1.96644295302013,-7.85152813,-78.75423073,"Si","Si","No","No",NA,38.66,250,150,"Superficial","Todas","OC","Si","Si",3,1,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1306130001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",33.1052526611316,"NO","Ambos","SEDALIB S.A.","1306130001-1",1306130001,338
"4991","LA LIBERTAD-96",1310060020,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SHOREY CHICO","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA","SHOREY CHICO",394,141,3.11322188449848,-8.01669698,-78.33549085,"Si","Si","No","No",NA,70.92,110,100,"Superficial","Ninguna","OC","Si","Si",NA,24,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1310060020-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",67.8419783174097,"NO","Ambos","SEDALIB S.A.","1310060020-1",1310060020,394
"4992","LA LIBERTAD-97",1310060033,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUAMANCHAL","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA","HUAMANCHAL",114,39,3.11322188449848,-8.08988,-78.22083167,"Si","No","No","Si",NA,0,60,0,"Superficial","Todas","OC","Si","Si",5,24,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1310060033-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",80.1164547996127,"NO","Ambos","SEDALIB S.A.","1310060033-1",1310060033,114
"4993","LA LIBERTAD-98",1310010005,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUAYATAN","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO","HUAYATAN",467,157,2.9988535866361,-8.142445,-78.19873667,"Si","Si","No","Si",NA,38.22,133,60,"Superficial","Ninguna","OC","Si","Si",5,8,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1310010005-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",82.8372715859262,"NO","Ambos","SEDALIB S.A.","1310010005-1",1310010005,467
"4994","LA LIBERTAD-99",1310020001,2019,"MUNICIPALIDAD DISTRITAL DE ANGASMARCA","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA","ANGASMARCA",1816,589,3.20453031312458,-8.13272941,-78.05587664,"Si","Si","No","No",NA,92.36,544,544,"Superficial","Todas","PM","No","No",NA,6,6,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1310020001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",98.4447132933333,"NO","Ambos","SEDALIB S.A.","1310020001-1",1310020001,1816
"4995","LA LIBERTAD-100",1310030001,2019,"MUNICIPALIDAD DISTRITAL DE CACHICADAN","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN","CACHICADAN",2525,799,3.35372005044136,-8.09442164,-78.14894858,"Si","Si","Si","No",NA,78.35,626,626,"Superficial","Todas","PM","No","Si",1,4,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1310030001-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",88.0372580605465,"NO","Unico","SEDALIB S.A.","1310030001-1",1310030001,2525
"4996","LA LIBERTAD-101",1312010011,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO HUACAPONGO","LA LIBERTAD","VIRU","VIRU","HUACAPONGO",371,140,3.44760213143872,-8.3737892,-78.65281336,"Si","No","No","No",NA,0,160,0,"Superficial","Ninguna","OC","No","Si",4,24,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312010011-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",38.8757672929653,"NO","Ambos","SEDALIB S.A.","1312010011-1",1312010011,371
"4997","LA LIBERTAD-51",1312030001,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO GUADALUPITO","LA LIBERTAD","VIRU","GUADALUPITO","GUADALUPITO",1880,513,3.35467045993362,-8.95155956,-78.62473885,"Si","Si","Si","No",NA,98.64,723,506,"Subterránea","Ninguna","OC","Si","Si",12,5,5,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",89.1236180812578,"NO","Unico","SEDALIB S.A.","1312030001-1",1312030001,1880
"4998","LA LIBERTAD-51",1312030013,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO GUADALUPITO","LA LIBERTAD","VIRU","GUADALUPITO","PRIMERO DE MAYO",124,46,3.35467045993362,-8.947495,-78.63437333,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Ninguna","OC","Si","Si",12,3,3,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",88.257800110109,"NO","Unico","SEDALIB S.A.","1312030001-1",1312030013,124
"4999","LA LIBERTAD-51",1312030012,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO GUADALUPITO","LA LIBERTAD","VIRU","GUADALUPITO","EL INCAICO-PAMPAS DE DIOS",275,96,3.35467045993362,-8.94391314,-78.61804478,"Si","Si","Si","No",NA,NA,NA,NA,"Subterránea","Ninguna","OC","Si","Si",12,3,3,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030001-1","Rural","Ninguna",NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",88.6862974601882,"NO","Unico","SEDALIB S.A.","1312030001-1",1312030012,275
"5000","LA LIBERTAD-52",1312030007,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CAMPO NUEVO Y CAMPO NUEVO ALTO","LA LIBERTAD","VIRU","GUADALUPITO","CAMPO NUEVO",1974,577,3.35467045993362,-8.93683036,-78.63337663,"Si","Si","No","No",NA,34.66,490,200,"Subterránea","Todas","OC","No","Si",10,4,4,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1312030007-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 3","SEDALIB S.A.","028","02805","02805SEC03","02805 - SALAVERRY",87.235938553895,"NO","Ambos","SEDALIB S.A.","1312030007-1",1312030007,1974
"5001","LA LIBERTAD-33",1305010001,2019,"MUNICIPALIDAD PROVINCIAL DE JULCÁN","LA LIBERTAD","JULCAN","JULCAN","JULCAN",2660,1267,2.19854767819606,-8.04265669,-78.48644828,"Si","Si","Si","No",NA,100,1396,1396,"Subterránea","Ninguna","PM",NA,"No",NA,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1305010001-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",51.0262131035375,"NO","Unico","SEDALIB S.A.","1305010001-1",1305010001,2660
"5002","LA LIBERTAD-58",1305010022,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CARRAPALDAY ALTO","LA LIBERTAD","JULCAN","JULCAN","CARRAPALDAY ALTO",351,175,2.19854767819606,-8.05526,-78.472545,"Si","No","No","No",NA,0,83,0,"Superficial","Ninguna","OC","Si","Si",1,12,24,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1305010022-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 20","SEDALIB S.A.","028","02801","02801SEC20","02801 - TRUJILLO",52.4630789114412,"NO","Ambos","SEDALIB S.A.","1305010022-1",1305010022,351
"5003","LA LIBERTAD-71",1304010010,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO NUEVO PARAISO","LA LIBERTAD","CHEPEN","CHEPEN","NUEVO PARAISO",565,226,2.94994517190221,-7.20318899,-79.39518349,"Si","No","No","Si",NA,0,180,0,"Subterránea","Ninguna","OC","Si","Si",10,4,4,7,7,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","1304010010-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 4","SEDALIB S.A.","028","02802","02802SEC04","02802 - CHEPEN",2.8598050452561,"NO","Ambos","SEDALIB S.A.","1304010010-1",1304010010,565
"5004","LA LIBERTAD-108",1304010012,2019,"MUNICIPALIDAD DEL CENTRO POBLADO DE TALAMBO","LA LIBERTAD","CHEPEN","CHEPEN","TALAMBO",1185,630,2.94994517190221,-7.24214199,-79.40015429,"Si","No","No","No",NA,0,1185,0,"Subterránea","Ninguna","PM","No","Si",NA,NA,NA,4,4,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","1304010012-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 4","SEDALIB S.A.","028","02802","02802SEC04","02802 - CHEPEN",1.59875457220805,"NO","Ambos","SEDALIB S.A.","1304010012-1",1304010012,1185
"5005","LA LIBERTAD-106",1304010006,2019,"JUNTA ADMINISTRADORA DE AGUA POTABLE EL SALVADOR","LA LIBERTAD","CHEPEN","CHEPEN","EL SALVADOR",916,376,2.94994517190221,-7.18288111,-79.41364241,"Si","No","No","No",NA,0,310,0,"Subterránea","Ninguna","OC","No","Si",5,15,15,7,7,NA,NA,NA,NA,NA,"Periurbano","SUNASS","Rural","1304010006-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 5","SEDALIB S.A.","028","02802","02802SEC05","02802 - CHEPEN",3.0788323078292,"NO","Unico","SEDALIB S.A.","1304010006-1",1304010006,916
"5006","LA LIBERTAD-116",1304020032,2019,"MUNICIPALIDAD DEL CENTRO POBLADO SAN JOSÉ DE MORO","LA LIBERTAD","CHEPEN","PACANGA","SAN JOSE DE MORO (MORO)",2349,871,2.67343829355003,-7.17936095,-79.43902778,"Si","Si","Si","No",NA,100,728,928,"Subterránea","Ninguna","PM","No","Si",11,6,6,7,7,NA,NA,NA,NA,NA,"Periurbano","SUNASS","PC","1304020032-1","PC","Ninguna",NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02812","02812SEC01","02812 - PACANGUILLA",2.14021214178055,"NO","Unico","SEDALIB S.A.","1304020032-1",1304020032,2349
"5007","LA LIBERTAD-111",1302050001,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO VICTOR RAUL","LA LIBERTAD","ASCOPE","PAIJAN","PAIJAN",20875,6304,3.22020628805766,-7.7346106,-79.3033834,"Si","No","No","No",NA,0,52,0,"Subterránea","Ninguna","OC","No","Si",10,8,8,7,7,NA,NA,NA,NA,NA,"Ambito de la EP","SUNASS","Urbano no EPS","1302050001-1","Urbano no EPS",NA,NA,"SEDALIB S.A.","Si","Sector 2","SEDALIB S.A.","028","02808","02808SEC02","02808 - PAIJAN",0,"Si","Unico","SEDALIB S.A.","1302050001-1",1302050001,20875
"5008","LA LIBERTAD-80",1304030003,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO ALTO SAN IDELFONSO","LA LIBERTAD","CHEPEN","PUEBLO NUEVO","ALTO SAN ILDEFONSO",530,173,2.55021929824561,-7.1442974,-79.58453646,"Si","Si","No","No",NA,78.03,135,135,"Subterránea","Ninguna","OC","Si","Si",12,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1304030003-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02812","02812SEC01","02812 - PACANGUILLA",14.8648354214086,"NO","Ambos","SEDALIB S.A.","1304030003-1",1304030003,530
"5009","LA LIBERTAD-115",1304030006,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO SANTA ROSA","LA LIBERTAD","CHEPEN","PUEBLO NUEVO","SANTA ROSA",2523,881,2.55021929824561,-7.1628014,-79.55284053,"Si","Si","Si","No",NA,88.54,990,780,"Subterránea","Ninguna","OC","Si","Si",12,5.5,5.5,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1304030006-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02812","02812SEC01","02812 - PACANGUILLA",11.4185769801095,"NO","Unico","SEDALIB S.A.","1304030006-1",1304030006,2523
"5010","LA LIBERTAD-82",1304010029,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO EL POLVORÍN","LA LIBERTAD","CHEPEN","CHEPEN","EL POLVORIN",98,79,2.94994517190221,-7.27715534,-79.27589567,"Si","No","No","No",NA,0,32,0,NA,NA,"OC","Si","Si",8,3,3,2,2,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1304010029-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 4","SEDALIB S.A.","028","02802","02802SEC04","02802 - CHEPEN",15.6202807649915,"NO","Ambos","SEDALIB S.A.","1304010029-1",1304010029,98
"5011","LA LIBERTAD-87",1304010026,2019,"JUNTA ADMINISTRADORA DE AGUA POTABLE S. DE HUABAL","LA LIBERTAD","CHEPEN","CHEPEN","HUABAL",845,345,2.94994517190221,-7.29163833,-79.32288845,"Si","No","No","No",NA,0,160,0,"Subterránea","Ninguna","OC","No","Si",10,2,2,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1304010026-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 4","SEDALIB S.A.","028","02802","02802SEC04","02802 - CHEPEN",11.7026155588297,"NO","Ambos","SEDALIB S.A.","1304010026-1",1304010026,845
"5012","LA LIBERTAD-64",1307020025,2019,"MUNICIPALIDAD DEL CENTRO POBLADO DE PAKATNAMÚ","LA LIBERTAD","PACASMAYO","GUADALUPE","CIUDAD DE DIOS",8606,2998,2.81100160760467,-7.30383885,-79.47999939,"Si","Si","Si","No",NA,30.29,1469,908,"Subterránea","Ninguna","PM","No","Si",14.5,1,1,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1307020025-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",9.15707234525595,"NO","Unico","SEDALIB S.A.","1307020025-1",1307020025,8606
"5013","LA LIBERTAD-45",1307030001,2019,"MUNICIPALIDAD DISTRITAL DE JEQUETEPEQUE","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE","JEQUETEPEQUE",2313,816,2.59473023839398,-7.33755113,-79.5631091,"Si","Si","Si","No",NA,73.65,601,601,"Subterránea","Todas","PM","No","Si",7,12,12,7,7,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1307030001-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",18.0785649934268,"NO","Unico","SEDALIB S.A.","1307030001-1",1307030001,2313
"5014","LA LIBERTAD-48",1307050002,2019,"MUNICIPALIDAD DE CRUCE SAN MARTIN DE PORRES","LA LIBERTAD","PACASMAYO","SAN JOSE","CRUCE SAN MARTIN DE PORRES (EL CRUCE)",4095,1476,2.48038198048578,-7.33269808,-79.48288376,"Si","No","No","Si",NA,0,900,0,"Subterránea","Ninguna","PM","No","Si",12,5,5,3,3,NA,NA,NA,NA,NA,"Lejano","SUNASS","PC","1307050002-1","PC",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02802","02802SEC01","02802 - CHEPEN",12.0991222833835,"NO","Unico","SEDALIB S.A.","1307050002-1",1307050002,4095
"5015","LA LIBERTAD-37",1311010048,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","PAMPA DE SAN ISIDRO",269,129,2.63734963518044,-7.48878167,-78.82758833,"Si","No","No","No",NA,0,262,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.3494225233023,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010048,269
"5016","LA LIBERTAD-37",1311010049,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","PUENTE PIEDRA",90,38,2.63734963518044,-7.48280333,-78.826165,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.8831917788325,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010049,90
"5017","LA LIBERTAD-37",1311010054,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","CHUNCASON",12,12,2.63734963518044,-7.48847167,-78.822895,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.779710129031,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010054,12
"5018","LA LIBERTAD-37",1311010055,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","PAMPAS DE CASCAS",140,54,2.63734963518044,-7.49356,-78.81858833,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.8157904225031,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010055,140
"5019","LA LIBERTAD-37",1311010056,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","EL POZO",48,21,2.63734963518044,-7.50437,-78.81899167,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.0679603931341,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010056,48
"5020","LA LIBERTAD-37",1311010147,2019,"JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO PAMPAS DE SAN ISIDRO","LA LIBERTAD","GRAN CHIMU","CASCAS","EL GUAYABO",31,19,2.63734963518044,-7.48459667,-78.82929167,"Si","No","No","No",NA,0,NA,0,"Subterránea","Ninguna","OC","Si","Si",6,1,1,4,4,NA,NA,NA,NA,NA,"Lejano","SUNASS","Rural","1311010048-1","Rural",NA,NA,"SEDALIB S.A.","No","Sector 1","SEDALIB S.A.","028","02806","02806SEC01","02806 - CHOCOPE",54.4891487353591,"NO","Ambos","SEDALIB S.A.","1311010048-1",1311010147,31
